Idx,Name,A,HSM,C,Cut,Wire,None,Path,Labeled
342,10311-343-621_(3)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3)_008.png,True
343,10311-343-621_(3-1)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-1)_001.png,True
344,10311-343-621_(3-1)_002.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-1)_002.png,True
345,10311-343-621_(3-1)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-1)_003.png,True
346,10311-343-621_(3-1)_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-1)_004.png,True
347,10311-343-621_(3-1)_006.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-1)_006.png,True
348,10311-343-621_(3-1)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-1)_007.png,True
349,10311-343-621_(3-1)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-1)_008.png,True
350,10311-343-621_(3-10)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-10)_001.png,True
351,10311-343-621_(3-10)_002.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-10)_002.png,True
352,10311-343-621_(3-10)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-10)_003.png,True
353,10311-343-621_(3-10)_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-10)_004.png,True
354,10311-343-621_(3-10)_006.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-10)_006.png,True
355,10311-343-621_(3-10)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-10)_007.png,True
356,10311-343-621_(3-10)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-10)_008.png,True
357,10311-343-621_(3-2)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-2)_001.png,True
358,10311-343-621_(3-2)_002.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-2)_002.png,True
359,10311-343-621_(3-2)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-2)_003.png,True
360,10311-343-621_(3-2)_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-2)_004.png,True
361,10311-343-621_(3-2)_006.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-2)_006.png,True
362,10311-343-621_(3-2)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-2)_007.png,True
363,10311-343-621_(3-2)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-2)_008.png,True
364,10311-343-621_(3-3)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-3)_001.png,True
365,10311-343-621_(3-3)_002.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-3)_002.png,True
366,10311-343-621_(3-3)_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-3)_003.png,True
367,10311-343-621_(3-3)_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-3)_004.png,True
368,10311-343-621_(3-3)_006.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-3)_006.png,True
369,10311-343-621_(3-3)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-3)_007.png,True
370,10311-343-621_(3-3)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-3)_008.png,True
371,10311-343-621_(3-4)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-4)_001.png,True
372,10311-343-621_(3-4)_002.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-4)_002.png,True
373,10311-343-621_(3-4)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-4)_003.png,True
374,10311-343-621_(3-4)_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-4)_004.png,True
375,10311-343-621_(3-4)_006.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-4)_006.png,True
376,10311-343-621_(3-4)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-4)_007.png,True
377,10311-343-621_(3-4)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-4)_008.png,True
378,10311-343-621_(3-5)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-5)_001.png,True
379,10311-343-621_(3-5)_002.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-5)_002.png,True
380,10311-343-621_(3-5)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-5)_003.png,True
381,10311-343-621_(3-5)_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-5)_004.png,True
382,10311-343-621_(3-5)_006.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-5)_006.png,True
383,10311-343-621_(3-5)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-5)_007.png,True
384,10311-343-621_(3-5)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-5)_008.png,True
385,10311-343-621_(3-6)_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-6)_001.png,True
386,10311-343-621_(3-6)_002.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-6)_002.png,True
387,10311-343-621_(3-6)_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-6)_003.png,True
388,10311-343-621_(3-6)_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-6)_004.png,True
389,10311-343-621_(3-6)_006.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-6)_006.png,True
390,10311-343-621_(3-6)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-6)_007.png,True
391,10311-343-621_(3-6)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-6)_008.png,True
392,10311-343-621_(3-7)_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-7)_001.png,True
393,10311-343-621_(3-7)_002.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-7)_002.png,True
394,10311-343-621_(3-7)_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-7)_003.png,True
395,10311-343-621_(3-7)_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-7)_004.png,True
396,10311-343-621_(3-7)_006.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-7)_006.png,True
397,10311-343-621_(3-7)_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-7)_007.png,True
398,10311-343-621_(3-7)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-7)_008.png,True
399,10311-343-621_(3-8)_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-8)_001.png,True
400,10311-343-621_(3-8)_002.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-8)_002.png,True
401,10311-343-621_(3-8)_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-8)_003.png,True
402,10311-343-621_(3-8)_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-8)_004.png,True
403,10311-343-621_(3-8)_006.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-8)_006.png,True
404,10311-343-621_(3-8)_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-8)_007.png,True
405,10311-343-621_(3-8)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-8)_008.png,True
406,10311-343-621_(3-9)_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-9)_001.png,True
407,10311-343-621_(3-9)_002.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-9)_002.png,True
408,10311-343-621_(3-9)_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-9)_003.png,True
409,10311-343-621_(3-9)_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-9)_004.png,True
410,10311-343-621_(3-9)_006.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-9)_006.png,True
411,10311-343-621_(3-9)_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-9)_007.png,True
412,10311-343-621_(3-9)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-9)_008.png,True
413,10344-405-02-155-2_(1)_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1)_001.png,True
414,10344-405-02-155-2_(1)_002.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1)_002.png,True
415,10344-405-02-155-2_(1)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1)_003.png,True
416,10344-405-02-155-2_(1)_004.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1)_004.png,True
417,10344-405-02-155-2_(1)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1)_006.png,True
418,10344-405-02-155-2_(1)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1)_007.png,True
419,10344-405-02-155-2_(1)_008.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1)_008.png,True
420,10344-405-02-155-2_(1-1)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-1)_001.png,True
421,10344-405-02-155-2_(1-1)_002.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-1)_002.png,True
422,10344-405-02-155-2_(1-1)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-1)_003.png,True
423,10344-405-02-155-2_(1-1)_004.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-1)_004.png,True
424,10344-405-02-155-2_(1-1)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-1)_006.png,True
425,10344-405-02-155-2_(1-1)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-1)_007.png,True
426,10344-405-02-155-2_(1-1)_008.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-1)_008.png,True
427,10344-405-02-155-2_(1-2)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-2)_001.png,True
428,10344-405-02-155-2_(1-2)_002.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-2)_002.png,True
429,10344-405-02-155-2_(1-2)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-2)_003.png,True
430,10344-405-02-155-2_(1-2)_004.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-2)_004.png,True
431,10344-405-02-155-2_(1-2)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-2)_006.png,True
432,10344-405-02-155-2_(1-2)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-2)_007.png,True
433,10344-405-02-155-2_(1-2)_008.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-2)_008.png,True
434,10344-405-02-155-2_(1-3)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-3)_001.png,True
435,10344-405-02-155-2_(1-3)_002.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-3)_002.png,True
436,10344-405-02-155-2_(1-3)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-3)_003.png,True
437,10344-405-02-155-2_(1-3)_004.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-3)_004.png,True
438,10344-405-02-155-2_(1-3)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-3)_006.png,True
439,10344-405-02-155-2_(1-3)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-3)_007.png,True
440,10344-405-02-155-2_(1-3)_008.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-3)_008.png,True
441,10344-405-02-155-2_(1-4)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-4)_001.png,True
442,10344-405-02-155-2_(1-4)_002.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-4)_002.png,True
443,10344-405-02-155-2_(1-4)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-4)_003.png,True
444,10344-405-02-155-2_(1-4)_004.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-4)_004.png,True
445,10344-405-02-155-2_(1-4)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-4)_006.png,True
446,10344-405-02-155-2_(1-4)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-4)_007.png,True
447,10344-405-02-155-2_(1-4)_008.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-4)_008.png,True
448,10344-405-02-155-2_(1-5)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-5)_001.png,True
449,10344-405-02-155-2_(1-5)_002.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-5)_002.png,True
450,10344-405-02-155-2_(1-5)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-5)_003.png,True
451,10344-405-02-155-2_(1-5)_004.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-5)_004.png,True
452,10344-405-02-155-2_(1-5)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-5)_006.png,True
453,10344-405-02-155-2_(1-5)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-5)_007.png,True
454,10344-405-02-155-2_(1-5)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-5)_008.png,True
455,10344-405-02-155-2_(1-6)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-6)_001.png,True
456,10344-405-02-155-2_(1-6)_002.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-6)_002.png,True
457,10344-405-02-155-2_(1-6)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-6)_003.png,True
458,10344-405-02-155-2_(1-6)_004.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-6)_004.png,True
459,10344-405-02-155-2_(1-6)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-6)_006.png,True
460,10344-405-02-155-2_(1-6)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-6)_007.png,True
461,10344-405-02-155-2_(1-6)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-6)_008.png,True
462,10344-405-02-155-2_(1-7)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-7)_001.png,True
463,10344-405-02-155-2_(1-7)_002.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-7)_002.png,True
464,10344-405-02-155-2_(1-7)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-7)_003.png,True
465,10344-405-02-155-2_(1-7)_004.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-7)_004.png,True
466,10344-405-02-155-2_(1-7)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-7)_006.png,True
467,10344-405-02-155-2_(1-7)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-7)_007.png,True
468,10344-405-02-155-2_(1-7)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-7)_008.png,True
469,10344-405-02-155-2_(1-8)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-8)_001.png,True
470,10344-405-02-155-2_(1-8)_002.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-8)_002.png,True
471,10344-405-02-155-2_(1-8)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-8)_003.png,True
472,10344-405-02-155-2_(1-8)_004.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-8)_004.png,True
473,10344-405-02-155-2_(1-8)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-8)_006.png,True
474,10344-405-02-155-2_(1-8)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-8)_007.png,True
475,10344-405-02-155-2_(1-8)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-8)_008.png,True
476,10344-405-02-155-2_(2)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2)_001.png,True
477,10344-405-02-155-2_(2)_002.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2)_002.png,True
478,10344-405-02-155-2_(2)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2)_003.png,True
479,10344-405-02-155-2_(2)_004.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2)_004.png,True
480,10344-405-02-155-2_(2)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2)_006.png,True
481,10344-405-02-155-2_(2)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2)_007.png,True
482,10344-405-02-155-2_(2)_008.png,0,0,0,0,0,1,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2)_008.png,True
483,10344-405-02-155-2_(2-1)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-1)_001.png,True
484,10344-405-02-155-2_(2-1)_002.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-1)_002.png,True
485,10344-405-02-155-2_(2-1)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-1)_003.png,True
486,10344-405-02-155-2_(2-1)_004.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-1)_004.png,True
487,10344-405-02-155-2_(2-1)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-1)_006.png,True
488,10344-405-02-155-2_(2-1)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-1)_007.png,True
489,10344-405-02-155-2_(2-1)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-1)_008.png,True
490,10344-405-02-155-2_(2-2)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-2)_001.png,True
491,10344-405-02-155-2_(2-2)_002.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-2)_002.png,True
492,10344-405-02-155-2_(2-2)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-2)_003.png,True
493,10344-405-02-155-2_(2-2)_004.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-2)_004.png,True
494,10344-405-02-155-2_(2-2)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-2)_006.png,True
495,10344-405-02-155-2_(2-2)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-2)_007.png,True
496,10344-405-02-155-2_(2-2)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-2)_008.png,True
497,10344-405-02-155-2_(2-3)_001.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-3)_001.png,True
498,10344-405-02-155-2_(2-3)_002.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-3)_002.png,True
499,10344-405-02-155-2_(2-3)_003.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-3)_003.png,True
500,10344-405-02-155-2_(2-3)_004.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-3)_004.png,True
501,10344-405-02-155-2_(2-3)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-3)_006.png,True
502,10344-405-02-155-2_(2-3)_007.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-3)_007.png,True
503,10344-405-02-155-2_(2-3)_008.png,0,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-3)_008.png,True
